Threads,Connections,Duration,Page,Total Requests,Total Time,Data Read,Requests/Sec,Transfer/Sec,Thread Latency Avg,Thread Latency StDev,Thread Latency Max,Thread Latency +/- StDev,Thread Req/Sec Avg,Thread Req/Sec StDev,Thread Req/Sec Max,Thread Req/Sec +/- StDev,Connect Errors,Read Errors,Write Errors,Timeout Errors
4,23,10,,141298,10.10s,36.41MB,13990.09,3.60MB,2.41ms,98.97%,202.79ms,98.97%,3.52k,72.70%,5.86k,72.70%,,,,
4,24,10,,136371,10.10s,35.14MB,13502.46,3.48MB,12.57ms,98.64%,1.77s,98.64%,3.41k,83.79%,7.71k,83.79%,,,,
4,25,10,,139098,10.10s,35.84MB,13772.21,3.55MB,1.87ms,93.27%,75.22ms,93.27%,3.46k,69.80%,4.95k,69.80%,,,,
4,26,10,,142080,10.10s,36.61MB,14068.63,3.63MB,2.52ms,99.10%,202.20ms,99.10%,3.54k,71.22%,5.66k,71.22%,,,,
4,27,10,,131460,10.10s,33.87MB,13016.7,3.35MB,7.27ms,96.45%,405.02ms,96.45%,3.38k,83.80%,9.14k,83.80%,0,0,0,1
4,28,10,,134556,10.10s,34.67MB,13322.92,3.43MB,4.05ms,98.22%,402.80ms,98.22%,3.38k,82.50%,7.63k,82.50%,,,,
4,29,10,,135248,10.10s,34.85MB,13390.21,3.45MB,2.21ms,93.03%,65.78ms,93.03%,3.39k,83.54%,10.20k,83.54%,,,,
4,30,10,,134400,10.10s,34.63MB,13308.36,3.43MB,2.25ms,94.95%,129.95ms,94.95%,3.35k,69.98%,5.16k,69.98%,,,,
4,31,10,,133136,10.10s,34.31MB,13182.51,3.40MB,3.71ms,98.62%,413.19ms,98.62%,3.34k,81.05%,11.02k,81.05%,,,,
4,32,10,,126675,10.10s,32.64MB,12542.54,3.23MB,2.85ms,98.31%,247.16ms,98.31%,3.15k,73.76%,4.97k,73.76%,,,,
4,33,10,,116920,10.10s,30.13MB,11575.98,2.98MB,5.40ms,98.28%,404.06ms,98.28%,2.92k,70.65%,5.42k,70.65%,,,,
4,34,10,,127373,10.10s,32.82MB,12611.12,3.25MB,6.94ms,98.08%,1.19s,98.08%,3.19k,85.04%,10.86k,85.04%,,,,
4,35,10,,127796,10.10s,32.93MB,12653.64,3.26MB,2.64ms,88.15%,84.20ms,88.15%,3.19k,71.96%,5.39k,71.96%,,,,
4,36,10,,128920,10.10s,33.22MB,12765.59,3.29MB,3.95ms,98.58%,206.00ms,98.58%,3.22k,80.60%,7.59k,80.60%,,,,
4,37,10,,125165,10.10s,32.25MB,12394.22,3.19MB,3.82ms,98.97%,498.65ms,98.97%,3.14k,85.29%,12.89k,85.29%,,,,
4,38,10,,125979,10.10s,32.46MB,12473.36,3.21MB,3.06ms,95.11%,158.03ms,95.11%,3.14k,71.96%,4.53k,71.96%,,,,
4,39,10,,127799,10.10s,32.93MB,12653.2,3.26MB,3.03ms,94.23%,115.32ms,94.23%,3.18k,71.78%,4.36k,71.78%,,,,
4,40,10,,125617,10.10s,32.37MB,12438.08,3.20MB,4.98ms,98.17%,285.96ms,98.17%,3.14k,81.34%,7.88k,81.34%,,,,
4,41,10,,124661,10.10s,32.12MB,12343.15,3.18MB,4.70ms,98.25%,206.49ms,98.25%,3.12k,88.53%,12.87k,88.53%,,,,
4,42,10,,122900,10.10s,31.67MB,12169,3.14MB,3.63ms,97.91%,332.21ms,97.91%,3.07k,78.36%,7.38k,78.36%,,,,
4,43,10,,122032,10.10s,31.44MB,12082.28,3.11MB,5.39ms,98.13%,414.88ms,98.13%,3.07k,90.73%,13.43k,90.73%,,,,
4,44,10,,113473,10.10s,29.24MB,11235.5,2.90MB,4.12ms,96.42%,209.38ms,96.42%,2.84k,71.64%,4.35k,71.64%,,,,
4,45,10,,109197,10.10s,28.14MB,10812.06,2.79MB,4.52ms,96.87%,177.94ms,96.87%,2.74k,88.03%,12.40k,88.03%,,,,
4,46,10,,115226,10.10s,29.69MB,11408.71,2.94MB,5.35ms,98.32%,205.56ms,98.32%,2.89k,90.52%,11.16k,90.52%,,,,
4,47,10,,118521,10.10s,30.54MB,11735.58,3.02MB,3.84ms,68.61%,58.66ms,68.61%,2.96k,82.34%,7.33k,82.34%,,,,
4,48,10,,110645,10.00s,28.51MB,11060.04,2.85MB,9.75ms,95.85%,841.24ms,95.85%,2.79k,82.66%,4.80k,82.66%,,,,
4,49,10,,115885,10.00s,29.86MB,11586.34,2.99MB,5.88ms,98.04%,218.96ms,98.04%,2.91k,77.00%,4.92k,77.00%,,,,
4,50,10,,115696,10.10s,29.81MB,11455.98,2.95MB,4.33ms,78.51%,107.25ms,78.51%,2.90k,93.27%,11.56k,93.27%,,,,
5,5,10,,82266,10.10s,21.20MB,8145.33,2.10MB,10.20ms,96.37%,455.88ms,96.37%,1.70k,86.93%,2.48k,86.93%,,,,
5,6,10,,90542,10.10s,23.33MB,8964.49,2.31MB,570.99us,99.12%,19.34ms,99.12%,1.80k,79.60%,2.17k,79.60%,,,,
5,7,10,,91786,10.10s,23.65MB,9087.49,2.34MB,541.07us,80.95%,5.86ms,80.95%,1.83k,71.68%,2.23k,71.68%,,,,
5,8,10,,88473,10.10s,22.80MB,8760.05,2.26MB,3.54ms,98.27%,316.60ms,98.27%,1.80k,92.29%,2.30k,92.29%,,,,
5,9,10,,86232,10.10s,22.22MB,8537.81,2.20MB,1.45ms,99.17%,203.06ms,99.17%,1.73k,79.80%,2.21k,79.80%,,,,
5,10,10,,112812,10.10s,29.07MB,11169.53,2.88MB,1.04ms,94.24%,21.57ms,94.24%,2.25k,67.99%,3.51k,67.99%,,,,
5,11,10,,109267,10.10s,28.15MB,10818.73,2.79MB,1.22ms,98.16%,100.23ms,98.16%,2.19k,72.51%,3.66k,72.51%,,,,
5,12,10,,122583,10.10s,31.59MB,12135.91,3.13MB,2.21ms,98.83%,222.51ms,98.83%,2.46k,77.84%,3.39k,77.84%,,,,
5,13,10,,121326,10.10s,31.26MB,12012.41,3.10MB,1.59ms,99.27%,222.48ms,99.27%,2.43k,75.45%,3.78k,75.45%,,,,
5,14,10,,122846,10.10s,31.65MB,12163.04,3.13MB,0.85ms,93.93%,20.69ms,93.93%,2.45k,65.81%,3.15k,65.81%,,,,
5,15,10,,151142,10.10s,38.94MB,14965.46,3.86MB,1.20ms,95.56%,39.76ms,95.56%,3.01k,69.25%,4.47k,69.25%,,,,
5,16,10,,150023,10.10s,38.66MB,14854.28,3.83MB,1.34ms,97.55%,168.90ms,97.55%,2.99k,70.04%,4.79k,70.04%,,,,
5,17,10,,153415,10.10s,39.53MB,15190.03,3.91MB,1.19ms,95.29%,54.38ms,95.29%,3.06k,69.05%,4.49k,69.05%,,,,
5,18,10,,150180,10.10s,38.70MB,14869.53,3.83MB,1.86ms,98.80%,195.58ms,98.80%,2.99k,68.85%,4.82k,68.85%,,,,
5,19,10,,147359,10.10s,37.97MB,14590.48,3.76MB,2.05ms,99.03%,397.87ms,99.03%,2.95k,69.52%,5.27k,69.52%,,,,
5,20,10,,148425,10.10s,38.24MB,14696.18,3.79MB,1.54ms,92.84%,49.78ms,92.84%,2.96k,67.86%,4.48k,67.86%,,,,
5,21,10,,147196,10.10s,37.93MB,14574.13,3.76MB,1.59ms,95.60%,111.99ms,95.60%,2.94k,69.25%,4.38k,69.25%,,,,
5,22,10,,133310,10.10s,34.35MB,13199.1,3.40MB,1.79ms,97.74%,196.31ms,97.74%,2.66k,67.59%,4.64k,67.59%,,,,
5,23,10,,137963,10.10s,35.55MB,13660.09,3.52MB,1.62ms,91.59%,51.42ms,91.59%,2.76k,70.32%,5.65k,70.32%,,,,
5,24,10,,141992,10.10s,36.59MB,14058.56,3.62MB,3.11ms,98.54%,403.82ms,98.54%,2.85k,74.80%,5.63k,74.80%,,,,
5,25,10,,138272,10.00s,35.63MB,13824.92,3.56MB,2.07ms,94.31%,105.15ms,94.31%,2.78k,70.60%,4.83k,70.60%,,,,
5,26,10,,139994,10.10s,36.07MB,13860.56,3.57MB,2.07ms,93.74%,115.10ms,93.74%,2.79k,68.65%,4.72k,68.65%,,,,
5,27,10,,142536,10.10s,36.73MB,14113.2,3.64MB,2.78ms,99.43%,652.29ms,99.43%,2.84k,71.63%,4.69k,71.63%,,,,
5,28,10,,142769,10.10s,36.79MB,14136.06,3.64MB,2.82ms,98.72%,201.22ms,98.72%,2.86k,70.26%,4.73k,70.26%,,,,
5,29,10,,143542,10.10s,36.99MB,14212.69,3.66MB,1.97ms,91.85%,56.27ms,91.85%,2.86k,70.44%,4.40k,70.44%,,,,
5,30,10,,137375,10.10s,35.40MB,13602.31,3.50MB,2.96ms,98.96%,199.84ms,98.96%,2.75k,77.69%,7.39k,77.69%,,,,
5,31,10,,135222,10.10s,34.84MB,13390.43,3.45MB,4.36ms,98.21%,573.53ms,98.21%,2.71k,79.20%,9.11k,79.20%,,,,
5,32,10,,134971,10.10s,34.78MB,13365.11,3.44MB,3.73ms,98.41%,200.67ms,98.41%,2.70k,78.29%,7.57k,78.29%,,,,
5,33,10,,135284,10.10s,34.86MB,13396.04,3.45MB,2.60ms,98.79%,201.46ms,98.79%,2.70k,72.37%,5.11k,72.37%,,,,
5,34,10,,119051,10.10s,30.68MB,11787.33,3.04MB,4.12ms,98.42%,201.79ms,98.42%,2.40k,71.08%,7.42k,71.08%,,,,
5,35,10,,124480,10.10s,32.07MB,12324.25,3.18MB,2.97ms,94.93%,105.01ms,94.93%,2.50k,81.84%,9.25k,81.84%,,,,
5,36,10,,127159,10.10s,32.76MB,12590.41,3.24MB,2.86ms,71.85%,77.36ms,71.85%,2.55k,79.88%,7.40k,79.88%,,,,
5,37,10,,127099,10.10s,32.75MB,12583.76,3.24MB,2.86ms,73.77%,72.70ms,73.77%,2.54k,83.47%,7.47k,83.47%,,,,
5,38,10,,124913,10.10s,32.19MB,12367.17,3.19MB,3.10ms,96.98%,137.19ms,96.98%,2.50k,81.08%,6.93k,81.08%,,,,
5,39,10,,127807,10.10s,32.93MB,12653.82,3.26MB,2.95ms,95.81%,139.62ms,95.81%,2.56k,83.83%,10.19k,83.83%,,,,
5,40,10,,124100,10.10s,31.98MB,12287.3,3.17MB,5.74ms,97.65%,413.78ms,97.65%,2.49k,89.82%,10.87k,89.82%,,,,
5,41,10,,124841,10.10s,32.17MB,12360.41,3.18MB,3.73ms,98.87%,446.53ms,98.87%,2.50k,80.28%,7.29k,80.28%,,,,
5,42,10,,123269,10.10s,31.76MB,12206.8,3.15MB,3.60ms,99.03%,400.30ms,99.03%,2.47k,82.67%,7.40k,82.67%,,,,
5,43,10,,121501,10.10s,31.31MB,12030.37,3.10MB,3.45ms,95.42%,144.89ms,95.42%,2.44k,90.62%,11.57k,90.62%,,,,
5,44,10,,124694,10.10s,32.13MB,12346.35,3.18MB,3.31ms,73.85%,91.30ms,73.85%,2.50k,83.27%,7.75k,83.27%,,,,
5,45,10,,117532,10.00s,30.28MB,11749.91,3.03MB,4.04ms,96.97%,213.74ms,96.97%,2.36k,73.00%,4.51k,73.00%,,,,
5,46,10,,109005,10.00s,28.09MB,10898.56,2.81MB,5.74ms,98.15%,207.69ms,98.15%,2.19k,76.20%,5.74k,76.20%,,,,
5,47,10,,118286,10.10s,30.48MB,11712.05,3.02MB,5.60ms,98.40%,412.85ms,98.40%,2.36k,76.94%,4.75k,76.94%,,,,
5,48,10,,120080,10.10s,30.94MB,11888.94,3.06MB,4.02ms,96.05%,199.57ms,96.05%,2.41k,94.01%,13.05k,94.01%,,,,
5,49,10,,121498,10.10s,31.31MB,12029.41,3.10MB,3.89ms,95.93%,205.10ms,95.93%,2.44k,93.21%,12.83k,93.21%,,,,
5,50,10,,118617,10.10s,30.56MB,11745.21,3.03MB,5.53ms,98.48%,336.90ms,98.48%,2.37k,83.27%,6.67k,83.27%,,,,
6,6,10,,102375,10.10s,26.38MB,10136.64,2.61MB,585.81us,90.04%,12.17ms,90.04%,1.70k,67.44%,2.07k,67.44%,,,,
6,7,10,,103306,10.10s,26.62MB,10228.99,2.64MB,582.20us,93.67%,12.35ms,93.67%,1.71k,66.67%,2.03k,66.67%,,,,
6,8,10,,102761,10.10s,26.48MB,10175.19,2.62MB,829.44us,99.76%,201.94ms,99.76%,1.71k,74.83%,2.07k,74.83%,,,,
6,9,10,,102787,10.10s,26.49MB,10177.13,2.62MB,593.76us,98.12%,30.57ms,98.12%,1.70k,75.41%,2.09k,75.41%,,,,
6,10,10,,104139,10.10s,26.83MB,10310.92,2.66MB,571.54us,87.82%,9.79ms,87.82%,1.73k,68.87%,2.18k,68.87%,,,,
6,11,10,,103176,10.10s,26.59MB,10215.6,2.63MB,585.41us,97.13%,25.86ms,97.13%,1.71k,70.46%,2.14k,70.46%,,,,
6,12,10,,141327,10.10s,36.42MB,13993.03,3.61MB,0.94ms,93.67%,24.23ms,93.67%,2.35k,66.94%,3.36k,66.94%,,,,
6,13,10,,123160,10.10s,31.73MB,12194.86,3.14MB,1.16ms,94.85%,36.78ms,94.85%,2.05k,68.10%,3.29k,68.10%,,,,
6,14,10,,133870,10.10s,34.49MB,13254.1,3.42MB,1.03ms,94.73%,37.21ms,94.73%,2.23k,66.56%,3.24k,66.56%,,,,
6,15,10,,126056,10.10s,32.48MB,12480.27,3.22MB,3.48ms,97.77%,403.93ms,97.77%,2.11k,74.41%,3.22k,74.41%,,,,
6,16,10,,130525,10.10s,33.63MB,12923.82,3.33MB,1.38ms,97.51%,83.53ms,97.51%,2.17k,71.90%,3.24k,71.90%,,,,
6,17,10,,127252,10.10s,32.79MB,12600.27,3.25MB,1.98ms,98.06%,170.30ms,98.06%,2.14k,68.46%,3.46k,68.46%,,,,
6,18,10,,123828,10.10s,31.91MB,12260.68,3.16MB,4.35ms,98.15%,632.78ms,98.15%,2.06k,70.58%,3.87k,70.58%,,,,
6,19,10,,116851,10.00s,30.11MB,11681.32,3.01MB,7.54ms,97.38%,708.90ms,97.38%,1.96k,67.61%,3.55k,67.61%,,,,
6,20,10,,127014,10.10s,32.73MB,12576.16,3.24MB,7.27ms,97.84%,649.64ms,97.84%,2.13k,68.00%,5.20k,68.00%,,,,
6,21,10,,123374,10.10s,31.79MB,12215.36,3.15MB,8.20ms,97.54%,842.49ms,97.54%,2.07k,67.22%,4.72k,67.22%,,,,
6,22,10,,124770,10.10s,32.15MB,12353.87,3.18MB,4.05ms,97.82%,277.88ms,97.82%,2.11k,72.61%,5.59k,72.61%,0,0,0,1
6,23,10,,129600,10.10s,33.39MB,12831.68,3.31MB,3.75ms,97.85%,202.62ms,97.85%,2.18k,72.61%,5.23k,72.61%,,,,
6,24,10,,117661,10.10s,30.32MB,11650.1,3.00MB,2.39ms,95.42%,104.54ms,95.42%,1.96k,71.81%,3.68k,71.81%,,,,
6,25,10,,89285,10.01s,23.01MB,8922.4,2.30MB,27.46ms,94.78%,833.27ms,94.78%,1.59k,70.57%,2.93k,70.57%,,,,
6,26,10,,130935,10.10s,33.74MB,12964.06,3.34MB,4.06ms,98.42%,404.92ms,98.42%,2.19k,72.88%,4.79k,72.88%,,,,
6,27,10,,133465,10.10s,34.39MB,13214.19,3.40MB,3.34ms,98.48%,203.44ms,98.48%,2.24k,74.79%,5.82k,74.79%,,,,
6,28,10,,134285,10.10s,34.60MB,13298.11,3.43MB,2.05ms,95.92%,127.55ms,95.92%,2.25k,74.88%,8.32k,74.88%,,,,
6,29,10,,132366,10.10s,34.11MB,13105.46,3.38MB,2.06ms,96.09%,157.96ms,96.09%,2.21k,70.98%,5.02k,70.98%,,,,
6,30,10,,123304,10.00s,31.77MB,12327.08,3.18MB,3.94ms,98.42%,204.08ms,98.42%,2.07k,72.29%,3.37k,72.29%,,,,
6,31,10,,125229,10.10s,32.27MB,12400.04,3.20MB,4.48ms,98.13%,402.44ms,98.13%,2.09k,74.25%,5.30k,74.25%,,,,
6,32,10,,130213,10.10s,33.55MB,12892.26,3.32MB,3.77ms,98.41%,302.52ms,98.41%,2.17k,70.36%,4.39k,70.36%,,,,
6,33,10,,131346,10.10s,33.84MB,13005.66,3.35MB,2.52ms,95.12%,174.49ms,95.12%,2.19k,77.24%,6.89k,77.24%,,,,
6,34,10,,127530,10.10s,32.86MB,12627.56,3.25MB,2.66ms,95.50%,184.74ms,95.50%,2.13k,75.75%,7.24k,75.75%,,,,
6,35,10,,129818,10.10s,33.45MB,12853.89,3.31MB,2.55ms,92.81%,76.85ms,92.81%,2.16k,69.26%,4.16k,69.26%,,,,
6,36,10,,112111,10.10s,28.89MB,11101.78,2.86MB,3.69ms,98.19%,384.60ms,98.19%,1.87k,75.04%,8.82k,75.04%,,,,
6,37,10,,101995,10.10s,26.28MB,10098.28,2.60MB,4.53ms,95.98%,241.69ms,95.98%,1.70k,75.25%,7.20k,75.25%,,,,
6,38,10,,124843,10.10s,32.17MB,12360.7,3.18MB,3.22ms,94.72%,151.41ms,94.72%,2.08k,77.74%,6.93k,77.74%,,,,
6,39,10,,124488,10.10s,32.08MB,12325.97,3.18MB,4.06ms,98.23%,204.79ms,98.23%,2.07k,76.62%,5.55k,76.62%,,,,
6,40,10,,127029,10.10s,32.73MB,12576.82,3.24MB,3.09ms,93.73%,98.05ms,93.73%,2.12k,77.24%,6.22k,77.24%,,,,
6,41,10,,122102,10.10s,31.46MB,12090.21,3.12MB,3.14ms,93.76%,107.00ms,93.76%,2.04k,83.72%,7.16k,83.72%,,,,
6,42,10,,107800,10.00s,27.78MB,10775.25,2.78MB,4.36ms,97.52%,232.81ms,97.52%,1.80k,71.00%,3.06k,71.00%,,,,
6,43,10,,106855,10.00s,27.53MB,10680.81,2.75MB,7.39ms,98.37%,1.18s,98.37%,1.79k,73.67%,4.50k,73.67%,,,,
6,44,10,,106936,10.10s,27.55MB,10588.96,2.73MB,4.19ms,81.68%,132.48ms,81.68%,1.79k,84.36%,8.17k,84.36%,,,,
6,45,10,,106989,10.10s,27.57MB,10594.7,2.73MB,4.33ms,96.05%,212.68ms,96.05%,1.79k,85.19%,8.86k,85.19%,,,,
6,46,10,,109178,10.01s,28.13MB,10911.01,2.81MB,4.02ms,75.99%,103.69ms,75.99%,1.83k,70.50%,3.06k,70.50%,,,,
6,47,10,,116222,10.10s,29.95MB,11508.81,2.97MB,5.90ms,97.63%,304.28ms,97.63%,1.94k,76.62%,5.24k,76.62%,,,,
6,48,10,,118772,10.10s,30.60MB,11759.68,3.03MB,4.27ms,85.67%,152.97ms,85.67%,1.98k,77.98%,3.82k,77.98%,,,,
6,49,10,,88020,10.10s,22.68MB,8715.56,2.25MB,6.05ms,97.10%,324.29ms,97.10%,1.47k,75.79%,4.35k,75.79%,,,,
6,50,10,,104954,10.10s,27.04MB,10394.29,2.68MB,4.92ms,96.76%,196.63ms,96.76%,1.75k,91.18%,11.57k,91.18%,,,,
7,7,10,,111269,10.10s,28.67MB,11016.78,2.84MB,682.09us,97.91%,28.43ms,97.91%,1.59k,72.48%,2.05k,72.48%,,,,
7,8,10,,112909,10.10s,29.09MB,11179.12,2.88MB,647.51us,97.52%,19.00ms,97.52%,1.61k,71.39%,2.05k,71.39%,,,,
7,9,10,,108062,10.10s,27.84MB,10699.12,2.76MB,1.56ms,98.85%,161.78ms,98.85%,1.54k,85.78%,2.34k,85.78%,,,,
7,10,10,,111310,10.10s,28.68MB,11020.36,2.84MB,661.76us,97.20%,18.87ms,97.20%,1.58k,67.85%,2.01k,67.85%,,,,
7,11,10,,110682,10.10s,28.52MB,10958.84,2.82MB,692.36us,98.40%,29.82ms,98.40%,1.58k,69.79%,2.04k,69.79%,,,,
7,12,10,,100630,10.10s,25.93MB,9962.98,2.57MB,778.70us,97.11%,26.69ms,97.11%,1.43k,67.66%,2.16k,67.66%,,,,
7,13,10,,110081,10.10s,28.36MB,10899.01,2.81MB,674.79us,97.59%,28.73ms,97.59%,1.57k,72.52%,2.04k,72.52%,,,,
7,14,10,,139568,10.10s,35.96MB,13819.6,3.56MB,1.51ms,97.51%,117.71ms,97.51%,1.99k,67.23%,3.20k,67.23%,,,,
7,15,10,,139588,10.10s,35.97MB,13820.91,3.56MB,1.44ms,97.75%,146.54ms,97.75%,1.99k,67.71%,3.20k,67.71%,,,,
7,16,10,,134076,10.10s,34.55MB,13274.84,3.42MB,1.46ms,97.46%,163.96ms,97.46%,1.91k,67.19%,3.24k,67.19%,,,,
7,17,10,,128649,10.10s,33.15MB,12737.55,3.28MB,1.96ms,98.54%,201.32ms,98.54%,1.84k,72.04%,3.54k,72.04%,,,,
7,18,10,,126484,10.10s,32.59MB,12523.24,3.23MB,1.26ms,93.61%,37.12ms,93.61%,1.81k,68.42%,3.15k,68.42%,,,,
7,19,10,,121628,10.10s,31.34MB,12042.13,3.10MB,3.66ms,97.62%,200.68ms,97.62%,1.77k,71.45%,4.80k,71.45%,,,,
7,20,10,,128417,10.10s,33.09MB,12714.6,3.28MB,1.53ms,97.96%,204.01ms,97.96%,1.84k,70.13%,3.26k,70.13%,,,,
7,21,10,,118690,10.10s,30.58MB,11752.62,3.03MB,2.81ms,98.04%,310.82ms,98.04%,1.70k,69.66%,3.85k,69.66%,,,,
7,22,10,,130579,10.10s,33.65MB,12930.97,3.33MB,3.45ms,98.28%,203.32ms,98.28%,1.88k,74.10%,6.57k,74.10%,,,,
7,23,10,,130322,10.10s,33.58MB,12903.1,3.32MB,2.74ms,98.81%,201.65ms,98.81%,1.86k,70.55%,4.08k,70.55%,,,,
7,24,10,,135674,10.10s,34.96MB,13436.75,3.46MB,1.72ms,91.82%,49.21ms,91.82%,1.94k,72.04%,6.81k,72.04%,,,,
7,25,10,,137649,10.10s,35.47MB,13632.5,3.51MB,2.95ms,98.41%,205.46ms,98.41%,1.98k,72.43%,4.95k,72.43%,,,,
7,26,10,,131575,10.10s,33.90MB,13028.92,3.36MB,9.21ms,97.82%,1.58s,97.82%,1.90k,72.73%,4.45k,72.73%,,,,
7,27,10,,132748,10.10s,34.21MB,13142.8,3.39MB,2.65ms,98.67%,203.73ms,98.67%,1.90k,73.50%,4.28k,73.50%,,,,
7,28,10,,115275,10.10s,29.70MB,11414.75,2.94MB,4.38ms,97.98%,205.46ms,97.98%,1.65k,74.96%,4.21k,74.96%,,,,
7,29,10,,124120,10.10s,31.98MB,12292.27,3.17MB,3.10ms,98.69%,393.82ms,98.69%,1.78k,76.89%,7.43k,76.89%,,,,
7,30,10,,130071,10.10s,33.52MB,12879.42,3.32MB,2.61ms,98.46%,287.52ms,98.46%,1.86k,70.70%,5.10k,70.70%,,,,
7,31,10,,129400,10.10s,33.34MB,12811.87,3.30MB,3.90ms,98.02%,203.04ms,98.02%,1.86k,73.96%,5.55k,73.96%,,,,
7,32,10,,129020,10.10s,33.24MB,12775.81,3.29MB,4.03ms,97.82%,214.05ms,97.82%,1.86k,74.61%,7.53k,74.61%,,,,
7,33,10,,132031,10.10s,34.02MB,13072.89,3.37MB,3.92ms,98.15%,414.10ms,98.15%,1.90k,77.79%,7.12k,77.79%,,,,
7,34,10,,130630,10.10s,33.66MB,12934.23,3.33MB,4.36ms,97.63%,258.45ms,97.63%,1.87k,75.54%,4.48k,75.54%,,,,
7,35,10,,121505,10.10s,31.31MB,12032.41,3.10MB,3.64ms,98.45%,428.89ms,98.45%,1.74k,74.96%,3.85k,74.96%,,,,
7,36,10,,120962,10.10s,31.17MB,11976.35,3.09MB,5.33ms,97.73%,458.65ms,97.73%,1.73k,76.32%,3.93k,76.32%,,,,
7,37,10,,124751,10.10s,32.14MB,12352,3.18MB,6.82ms,97.40%,552.18ms,97.40%,1.79k,79.29%,6.46k,79.29%,,,,
7,38,10,,124226,10.10s,32.01MB,12301.21,3.17MB,5.21ms,98.85%,478.81ms,98.85%,1.78k,79.03%,8.60k,79.03%,,,,
7,39,10,,125051,10.10s,32.22MB,12381.69,3.19MB,5.67ms,98.14%,421.55ms,98.14%,1.79k,79.34%,7.07k,79.34%,,,,
7,40,10,,110492,10.10s,28.47MB,10941.43,2.82MB,5.80ms,97.67%,431.89ms,97.67%,1.58k,70.90%,5.75k,70.90%,,,,
7,41,10,,104485,10.10s,26.92MB,10346.06,2.67MB,3.86ms,99.03%,485.61ms,99.03%,1.49k,70.55%,4.65k,70.55%,,,,
7,42,10,,102325,10.10s,26.37MB,10131.26,2.61MB,6.26ms,97.95%,413.48ms,97.95%,1.46k,85.33%,6.81k,85.33%,,,,
7,43,10,,101164,10.10s,26.07MB,10017.42,2.58MB,6.66ms,98.30%,882.69ms,98.30%,1.45k,85.88%,9.27k,85.88%,,,,
7,44,10,,108414,10.10s,27.93MB,10734.11,2.77MB,6.97ms,97.38%,683.06ms,97.38%,1.55k,80.06%,6.84k,80.06%,,,,
7,45,10,,113142,10.10s,29.15MB,11201.99,2.89MB,7.97ms,97.46%,791.62ms,97.46%,1.61k,71.16%,3.72k,71.16%,,,,
7,46,10,,110864,10.01s,28.57MB,11078.61,2.85MB,16.78ms,98.33%,1.56s,98.33%,1.59k,73.00%,3.25k,73.00%,,,,
7,47,10,,115460,10.10s,29.75MB,11431.61,2.95MB,13.22ms,97.35%,1.17s,97.35%,1.65k,72.90%,3.87k,72.90%,,,,
7,48,10,,112317,10.10s,28.94MB,11120.31,2.87MB,12.95ms,96.96%,1.09s,96.96%,1.62k,81.01%,7.44k,81.01%,0,0,0,1
7,49,10,,109575,10.01s,28.23MB,10948.97,2.82MB,12.13ms,98.14%,1.06s,98.14%,1.57k,73.39%,2.72k,73.39%,,,,
7,50,10,,109662,10.10s,28.26MB,10859.75,2.80MB,11.14ms,98.11%,1.06s,98.11%,1.57k,87.59%,9.54k,87.59%,,,,
8,8,10,,110950,10.10s,28.59MB,10984.36,2.83MB,784.62us,96.17%,20.42ms,96.17%,1.39k,68.70%,2.27k,68.70%,,,,
8,9,10,,77702,10.01s,20.02MB,7766.29,2.00MB,143.16ms,89.63%,1.98s,89.63%,1.20k,69.91%,2.20k,69.91%,,,,
8,10,10,,111141,10.10s,28.64MB,11003.83,2.84MB,2.45ms,98.37%,209.10ms,98.37%,1.40k,80.63%,2.29k,80.63%,,,,
8,11,10,,112915,10.10s,29.09MB,11180.17,2.88MB,722.62us,93.11%,15.15ms,93.11%,1.41k,69.28%,1.98k,69.28%,,,,
8,12,10,,113162,10.10s,29.16MB,11203.92,2.89MB,727.67us,94.80%,22.26ms,94.80%,1.41k,68.32%,1.94k,68.32%,,,,
8,13,10,,113131,10.10s,29.15MB,11201.19,2.89MB,1.17ms,99.55%,202.31ms,99.55%,1.42k,68.25%,2.00k,68.25%,,,,
8,14,10,,117640,10.10s,30.31MB,11647.98,3.00MB,691.58us,95.64%,24.42ms,95.64%,1.47k,68.87%,1.96k,68.87%,,,,
8,15,10,,110672,10.10s,28.52MB,10958.42,2.82MB,1.58ms,99.05%,202.13ms,99.05%,1.39k,73.22%,2.13k,73.22%,,,,
8,16,10,,130025,10.10s,33.50MB,12873.68,3.32MB,2.91ms,98.76%,412.74ms,98.76%,1.63k,69.34%,3.60k,69.34%,,,,
8,17,10,,134812,10.10s,34.74MB,13346.57,3.44MB,1.43ms,93.96%,47.32ms,93.96%,1.68k,68.70%,2.92k,68.70%,,,,
8,18,10,,137701,10.10s,35.48MB,13633.4,3.51MB,1.36ms,93.13%,35.03ms,93.13%,1.72k,68.03%,3.01k,68.03%,,,,
8,19,10,,138972,10.10s,35.81MB,13758.81,3.55MB,1.37ms,94.08%,39.88ms,94.08%,1.73k,69.76%,3.10k,69.76%,,,,
8,20,10,,138821,10.10s,35.77MB,13746.41,3.54MB,1.34ms,93.45%,35.91ms,93.45%,1.74k,68.45%,3.14k,68.45%,,,,
8,21,10,,77179,10.10s,19.89MB,7641.24,1.97MB,72.97ms,92.75%,1.60s,92.75%,1.12k,68.07%,3.74k,68.07%,,,,
