Threads,Connections,Duration,Page,Total Requests,Total Time,Data Read,Requests/Sec,Transfer/Sec,Thread Latency Avg,Thread Latency StDev,Thread Latency Max,Thread Latency +/- StDev,Thread Req/Sec Avg,Thread Req/Sec StDev,Thread Req/Sec Max,Thread Req/Sec +/- StDev,Connect Errors,Read Errors,Write Errors,Timeout Errors
8,22,10,,135089,10.10s,34.81MB,13376.12,3.45MB,1.31ms,92.10%,29.70ms,92.10%,1.69k,67.79%,3.19k,67.79%,,,,
8,23,10,,130654,10.10s,33.67MB,12936.59,3.33MB,2.84ms,98.70%,403.79ms,98.70%,1.64k,69.80%,3.13k,69.80%,,,,
8,24,10,,122866,10.10s,31.66MB,12165.57,3.13MB,3.81ms,98.28%,613.16ms,98.28%,1.54k,72.19%,5.33k,72.19%,,,,
8,25,10,,129460,10.10s,33.36MB,12817.85,3.30MB,2.04ms,91.56%,68.63ms,91.56%,1.62k,71.86%,4.14k,71.86%,,,,
8,26,10,,129499,10.10s,33.37MB,12821.84,3.30MB,2.04ms,91.53%,74.20ms,91.53%,1.62k,70.86%,4.27k,70.86%,,,,
8,27,10,,113997,10.10s,29.37MB,11287.38,2.91MB,11.75ms,96.59%,1.11s,96.59%,1.47k,74.16%,3.67k,74.16%,,,,
8,28,10,,123791,10.00s,31.90MB,12374.85,3.19MB,3.71ms,98.34%,297.69ms,98.34%,1.56k,69.39%,2.76k,69.39%,,,,
8,29,10,,128953,10.10s,33.23MB,12766.92,3.29MB,2.00ms,89.80%,35.40ms,89.80%,1.61k,70.24%,4.16k,70.24%,,,,
8,30,10,,125183,10.10s,32.26MB,12395.03,3.19MB,2.53ms,98.36%,297.27ms,98.36%,1.57k,73.28%,5.95k,73.28%,,,,
8,31,10,,125319,10.10s,32.29MB,12410.05,3.20MB,2.06ms,91.67%,77.12ms,91.67%,1.57k,69.79%,4.91k,69.79%,,,,
8,32,10,,113216,10.10s,29.17MB,11210.79,2.89MB,3.09ms,96.77%,174.25ms,96.77%,1.42k,72.91%,3.51k,72.91%,,,,
8,33,10,,74330,10.01s,19.15MB,7427.03,1.91MB,44.72ms,93.69%,984.61ms,93.69%,1.03k,71.53%,2.37k,71.53%,,,,
8,34,10,,117564,10.10s,30.29MB,11640.17,3.00MB,4.57ms,98.37%,406.29ms,98.37%,1.48k,79.67%,5.20k,79.67%,,,,
8,35,10,,121003,10.01s,31.18MB,12091.7,3.12MB,2.89ms,94.46%,115.53ms,94.46%,1.52k,69.00%,2.46k,69.00%,,,,
8,36,10,,118327,10.01s,30.49MB,11824.39,3.05MB,2.92ms,96.86%,186.91ms,96.86%,1.49k,70.88%,2.72k,70.88%,,,,
8,37,10,,121873,10.10s,31.40MB,12067.35,3.11MB,2.80ms,91.41%,85.12ms,91.41%,1.52k,72.14%,4.10k,72.14%,,,,
8,38,10,,114604,10.10s,29.53MB,11346.66,2.92MB,3.04ms,94.06%,81.32ms,94.06%,1.44k,74.69%,4.70k,74.69%,,,,
8,39,10,,107089,10.10s,27.59MB,10603.17,2.73MB,3.16ms,85.71%,61.22ms,85.71%,1.34k,75.78%,5.82k,75.78%,,,,
8,40,10,,107552,10.10s,27.71MB,10649.06,2.74MB,9.07ms,97.07%,1.18s,97.07%,1.35k,87.38%,7.05k,87.38%,,,,
8,41,10,,107250,10.10s,27.63MB,10619.17,2.74MB,3.90ms,80.56%,116.18ms,80.56%,1.34k,80.02%,5.90k,80.02%,,,,
8,42,10,,106495,10.01s,27.44MB,10641.53,2.74MB,3.99ms,95.69%,207.72ms,95.69%,1.34k,67.75%,2.22k,67.75%,,,,
8,43,10,,116501,10.10s,30.02MB,11538.86,2.97MB,4.69ms,98.43%,199.15ms,98.43%,1.46k,86.38%,8.97k,86.38%,,,,
8,44,10,,125967,10.10s,32.46MB,12474.51,3.21MB,3.57ms,99.07%,455.39ms,99.07%,1.57k,72.42%,3.26k,72.42%,,,,
8,45,10,,82756,10.10s,21.32MB,8194.07,2.11MB,115.34ms,90.65%,1.77s,90.65%,1.23k,80.33%,8.38k,80.33%,,,,
8,46,10,,124589,10.10s,32.10MB,12336.04,3.18MB,3.55ms,97.23%,196.17ms,97.23%,1.56k,78.33%,5.16k,78.33%,,,,
8,47,10,,127288,10.10s,32.80MB,12602.88,3.25MB,3.43ms,97.12%,273.52ms,97.12%,1.59k,77.46%,5.39k,77.46%,,,,
8,48,10,,118825,10.10s,30.62MB,11764.88,3.03MB,4.22ms,82.08%,105.84ms,82.08%,1.48k,81.22%,3.99k,81.22%,,,,
8,49,10,,122397,10.10s,31.54MB,12118.02,3.12MB,8.22ms,96.07%,411.36ms,96.07%,1.53k,78.11%,3.82k,78.11%,,,,
8,50,10,,119609,10.10s,30.82MB,11843.09,3.05MB,5.77ms,97.88%,202.98ms,97.88%,1.49k,78.23%,3.71k,78.23%,,,,
9,9,10,,119489,10.10s,30.79MB,11831.39,3.05MB,846.86us,94.77%,34.23ms,94.77%,1.32k,68.80%,1.93k,68.80%,,,,
9,10,10,,124857,10.10s,32.17MB,12362.14,3.19MB,767.81us,94.44%,22.66ms,94.44%,1.39k,66.63%,1.89k,66.63%,,,,
9,11,10,,121261,10.10s,31.25MB,12006.35,3.09MB,792.96us,95.15%,28.60ms,95.15%,1.35k,67.92%,2.02k,67.92%,,,,
9,12,10,,125992,10.10s,32.46MB,12474.89,3.21MB,756.88us,95.92%,33.94ms,95.92%,1.40k,68.11%,2.18k,68.11%,,,,
9,13,10,,129002,10.10s,33.24MB,12772.63,3.29MB,726.76us,94.26%,17.31ms,94.26%,1.43k,69.57%,2.06k,69.57%,,,,
9,14,10,,120882,10.10s,31.15MB,11968.2,3.08MB,778.86us,94.15%,19.93ms,94.15%,1.34k,64.90%,1.92k,64.90%,,,,
9,15,10,,107848,10.10s,27.79MB,10678.13,2.75MB,0.91ms,94.17%,27.23ms,94.17%,1.20k,66.74%,1.93k,66.74%,,,,
9,16,10,,123700,10.10s,31.87MB,12248.41,3.16MB,1.37ms,99.28%,200.44ms,99.28%,1.38k,72.22%,1.96k,72.22%,,,,
9,17,10,,127264,10.10s,32.79MB,12600.44,3.25MB,725.00us,94.10%,20.21ms,94.10%,1.41k,69.54%,1.98k,69.54%,,,,
9,18,10,,142478,10.10s,36.71MB,14106.38,3.63MB,1.46ms,93.99%,48.61ms,93.99%,1.58k,70.39%,3.22k,70.39%,,,,
9,19,10,,140537,10.10s,36.21MB,13915.48,3.59MB,1.49ms,93.58%,50.79ms,93.58%,1.57k,70.26%,4.89k,70.26%,,,,
9,20,10,,138180,10.10s,35.60MB,13681.35,3.53MB,3.01ms,98.44%,201.59ms,98.44%,1.55k,72.13%,2.99k,72.13%,,,,
9,21,10,,112572,10.10s,29.01MB,11145.76,2.87MB,36.96ms,94.28%,1.28s,94.28%,1.36k,74.15%,3.80k,74.15%,0,0,0,1
9,22,10,,137043,10.10s,35.31MB,13569,3.50MB,1.50ms,94.38%,50.94ms,94.38%,1.53k,69.96%,3.57k,69.96%,,,,
9,23,10,,139761,10.10s,36.01MB,13839.91,3.57MB,1.41ms,92.80%,45.97ms,92.80%,1.55k,69.88%,3.23k,69.88%,,,,
9,24,10,,143688,10.10s,37.02MB,14227.29,3.67MB,1.37ms,92.41%,42.90ms,92.41%,1.60k,69.51%,3.69k,69.51%,,,,
9,25,10,,141313,10.10s,36.41MB,13990.9,3.61MB,1.37ms,92.10%,36.37ms,92.10%,1.57k,70.39%,3.15k,70.39%,,,,
9,26,10,,113905,10.00s,29.35MB,11384.91,2.93MB,10.22ms,97.13%,538.77ms,97.13%,1.32k,64.81%,2.95k,64.81%,,,,
9,27,10,,98653,10.00s,25.42MB,9861.54,2.54MB,28.30ms,94.24%,923.18ms,94.24%,1.17k,72.16%,2.78k,72.16%,,,,
9,28,10,,131785,10.10s,33.96MB,13049.2,3.36MB,5.45ms,97.10%,402.71ms,97.10%,1.48k,77.69%,5.96k,77.69%,,,,
9,29,10,,132241,10.10s,34.07MB,13094.99,3.37MB,2.22ms,93.19%,84.71ms,93.19%,1.47k,72.28%,4.95k,72.28%,,,,
9,30,10,,131698,10.10s,33.93MB,13039.92,3.36MB,2.57ms,96.71%,103.57ms,96.71%,1.47k,72.73%,4.66k,72.73%,,,,
9,31,10,,126988,10.10s,32.72MB,12574.58,3.24MB,4.42ms,98.27%,412.22ms,98.27%,1.43k,73.43%,5.19k,73.43%,,,,
9,32,10,,128448,10.10s,33.10MB,12719.47,3.28MB,2.86ms,98.33%,131.12ms,98.33%,1.43k,73.31%,4.42k,73.31%,,,,
9,33,10,,125739,10.10s,32.40MB,12451.56,3.21MB,3.53ms,98.45%,270.33ms,98.45%,1.41k,73.50%,3.56k,73.50%,,,,
9,34,10,,132478,10.10s,34.14MB,13119.37,3.38MB,3.71ms,98.24%,208.96ms,98.24%,1.48k,74.03%,4.78k,74.03%,,,,
9,35,10,,134352,10.10s,34.62MB,13303.32,3.43MB,2.22ms,94.44%,93.10ms,94.44%,1.50k,71.84%,4.63k,71.84%,,,,
9,36,10,,112333,10.10s,28.94MB,11121.79,2.87MB,18.88ms,94.94%,622.62ms,94.94%,1.31k,80.96%,3.54k,80.96%,,,,
9,37,10,,122322,10.10s,31.52MB,12111.2,3.12MB,3.82ms,98.50%,204.19ms,98.50%,1.36k,79.49%,5.26k,79.49%,,,,
9,38,10,,100242,10.10s,25.83MB,9924.88,2.56MB,5.15ms,96.00%,245.34ms,96.00%,1.11k,69.44%,2.18k,69.44%,,,,
9,39,10,,102450,10.00s,26.40MB,10240.54,2.64MB,5.26ms,98.05%,287.74ms,98.05%,1.15k,71.43%,4.38k,71.43%,,,,
9,40,10,,123198,10.10s,31.74MB,12197.81,3.14MB,3.48ms,98.84%,207.10ms,98.84%,1.37k,79.49%,5.34k,79.49%,,,,
9,41,10,,123750,10.10s,31.89MB,12253.58,3.16MB,3.05ms,88.66%,99.11ms,88.66%,1.38k,77.91%,6.46k,77.91%,,,,
9,42,10,,119619,10.00s,30.82MB,11956.48,3.08MB,3.44ms,97.68%,266.65ms,97.68%,1.34k,67.78%,2.80k,67.78%,,,,
9,43,10,,123460,10.10s,31.81MB,12224.38,3.15MB,3.04ms,68.76%,36.83ms,68.76%,1.38k,78.47%,6.77k,78.47%,,,,
9,44,10,,119533,10.01s,30.80MB,11945.55,3.08MB,3.26ms,97.82%,307.95ms,97.82%,1.33k,69.89%,2.37k,69.89%,,,,
9,45,10,,114972,10.10s,29.62MB,11384.55,2.93MB,4.22ms,98.83%,284.66ms,98.83%,1.28k,92.57%,6.97k,92.57%,,,,
9,46,10,,117014,10.10s,30.15MB,11588.38,2.99MB,5.92ms,98.10%,518.57ms,98.10%,1.30k,84.05%,4.67k,84.05%,,,,
9,47,10,,117125,10.10s,30.18MB,11599.01,2.99MB,4.14ms,97.12%,255.98ms,97.12%,1.30k,80.73%,5.55k,80.73%,,,,
9,48,10,,114136,10.10s,29.41MB,11304.49,2.91MB,5.90ms,97.99%,558.78ms,97.99%,1.27k,86.02%,8.90k,86.02%,0,0,0,2
9,49,10,,118175,10.10s,30.45MB,11700.89,3.01MB,3.97ms,78.10%,134.77ms,78.10%,1.31k,82.39%,5.72k,82.39%,,,,
9,50,10,,77068,10.01s,19.86MB,7700.32,1.98MB,58.72ms,92.66%,1.41s,92.66%,0.99k,67.31%,2.37k,67.31%,,,,
10,10,10,,126176,10.10s,32.51MB,12493.41,3.22MB,0.90ms,94.46%,24.58ms,94.46%,1.26k,65.54%,2.01k,65.54%,,,,
10,11,10,,126566,10.10s,32.61MB,12531.35,3.23MB,3.38ms,97.74%,202.22ms,97.74%,1.28k,73.29%,2.37k,73.29%,,,,
10,12,10,,132428,10.10s,34.12MB,13112.01,3.38MB,828.07us,94.43%,20.66ms,94.43%,1.32k,67.06%,1.91k,67.06%,,,,
10,13,10,,133312,10.10s,34.35MB,13200.48,3.40MB,797.14us,94.12%,18.81ms,94.12%,1.34k,69.59%,2.02k,69.59%,,,,
10,14,10,,128881,10.10s,33.21MB,12760.51,3.29MB,2.21ms,98.63%,202.07ms,98.63%,1.30k,71.20%,1.97k,71.20%,,,,
10,15,10,,129700,10.10s,33.42MB,12842.51,3.31MB,822.11us,94.41%,26.51ms,94.41%,1.30k,66.50%,1.93k,66.50%,,,,
10,16,10,,128448,10.10s,33.10MB,12718.42,3.28MB,0.85ms,94.51%,27.72ms,94.51%,1.28k,65.37%,1.91k,65.37%,,,,
10,17,10,,128268,10.10s,33.05MB,12699.8,3.27MB,1.73ms,99.05%,202.45ms,99.05%,1.30k,70.55%,2.00k,70.55%,,,,
10,18,10,,132349,10.10s,34.10MB,13103.36,3.38MB,791.42us,94.35%,24.08ms,94.35%,1.32k,65.54%,1.97k,65.54%,,,,
10,19,10,,127408,10.10s,32.83MB,12614.51,3.25MB,827.18us,95.88%,41.08ms,95.88%,1.27k,67.66%,1.85k,67.66%,,,,
10,20,10,,136247,10.10s,35.11MB,13490.03,3.48MB,3.42ms,98.23%,202.01ms,98.23%,1.38k,73.39%,3.86k,73.39%,,,,
10,21,10,,100523,10.10s,25.90MB,9953.2,2.56MB,3.71ms,97.23%,205.54ms,97.23%,1.01k,65.90%,3.01k,65.90%,,,,
10,22,10,,141183,10.10s,36.38MB,13978.2,3.60MB,1.71ms,98.24%,209.97ms,98.24%,1.42k,68.43%,4.11k,68.43%,,,,
10,23,10,,140641,10.10s,36.24MB,13925.39,3.59MB,2.41ms,98.84%,201.97ms,98.84%,1.41k,72.97%,3.55k,72.97%,,,,
10,24,10,,143325,10.10s,36.93MB,14190.9,3.66MB,1.71ms,97.90%,210.04ms,97.90%,1.43k,68.69%,2.67k,68.69%,,,,
10,25,10,,142142,10.10s,36.63MB,14073.49,3.63MB,2.60ms,99.37%,669.27ms,99.37%,1.42k,69.32%,3.02k,69.32%,,,,
10,26,10,,143113,10.10s,36.88MB,14170.59,3.65MB,2.42ms,98.82%,202.62ms,98.82%,1.44k,71.87%,3.28k,71.87%,,,,
10,27,10,,141059,10.10s,36.35MB,13967.3,3.60MB,1.65ms,97.70%,202.67ms,97.70%,1.41k,70.19%,3.15k,70.19%,,,,
10,28,10,,143063,10.10s,36.86MB,14165.49,3.65MB,1.90ms,98.87%,202.18ms,98.87%,1.43k,70.39%,3.47k,70.39%,,,,
10,29,10,,140129,10.10s,36.11MB,13874.83,3.58MB,1.68ms,98.42%,201.71ms,98.42%,1.40k,68.66%,2.79k,68.66%,,,,
10,30,10,,129933,10.10s,33.48MB,12866.14,3.32MB,2.98ms,96.31%,211.54ms,96.31%,1.30k,75.22%,6.01k,75.22%,,,,
10,31,10,,132422,10.10s,34.12MB,13112.17,3.38MB,3.66ms,98.59%,402.28ms,98.59%,1.33k,70.66%,4.29k,70.66%,,,,
10,32,10,,127434,10.01s,32.84MB,12736.73,3.28MB,3.06ms,98.13%,204.20ms,98.13%,1.28k,65.70%,2.77k,65.70%,,,,
10,33,10,,105743,10.10s,27.25MB,10470.35,2.70MB,5.58ms,97.83%,253.87ms,97.83%,1.07k,70.80%,2.71k,70.80%,,,,
10,34,10,,128596,10.10s,33.14MB,12734.04,3.28MB,2.57ms,90.88%,51.70ms,90.88%,1.29k,71.46%,4.88k,71.46%,,,,
10,35,10,,130259,10.10s,33.56MB,12897.55,3.32MB,2.58ms,93.51%,91.76ms,93.51%,1.30k,71.71%,3.98k,71.71%,,,,
10,36,10,,129089,10.10s,33.26MB,12781,3.29MB,3.04ms,98.29%,203.73ms,98.29%,1.29k,74.05%,4.49k,74.05%,,,,
10,37,10,,128864,10.10s,33.20MB,12759.87,3.29MB,3.22ms,98.48%,204.68ms,98.48%,1.29k,73.18%,3.83k,73.18%,,,,
10,38,10,,128686,10.10s,33.16MB,12741.65,3.28MB,2.69ms,97.39%,202.28ms,97.39%,1.29k,75.95%,4.90k,75.95%,,,,
10,39,10,,131242,10.10s,33.82MB,12994.15,3.35MB,3.40ms,98.61%,204.08ms,98.61%,1.32k,75.02%,4.99k,75.02%,,,,
10,40,10,,118980,10.10s,30.66MB,11781.1,3.04MB,3.69ms,98.65%,247.31ms,98.65%,1.19k,84.13%,5.43k,84.13%,,,,
10,41,10,,119801,10.10s,30.87MB,11862.49,3.06MB,3.60ms,97.26%,203.11ms,97.26%,1.20k,82.05%,4.70k,82.05%,,,,
10,42,10,,121081,10.10s,31.20MB,11990.3,3.09MB,3.50ms,86.23%,100.35ms,86.23%,1.21k,79.54%,5.72k,79.54%,,,,
10,43,10,,111791,10.10s,28.80MB,11069.65,2.85MB,6.73ms,97.54%,301.66ms,97.54%,1.14k,78.82%,5.96k,78.82%,,,,
10,44,10,,122323,10.10s,31.52MB,12112.3,3.12MB,3.44ms,88.96%,102.93ms,88.96%,1.23k,79.84%,5.21k,79.84%,,,,
10,45,10,,103532,10.10s,26.68MB,10251.73,2.64MB,5.40ms,97.81%,287.86ms,97.81%,1.03k,72.94%,2.96k,72.94%,,,,
10,46,10,,120809,10.10s,31.13MB,11961.01,3.08MB,4.27ms,98.51%,204.92ms,98.51%,1.21k,80.50%,6.73k,80.50%,,,,
10,47,10,,117518,10.10s,30.28MB,11635.93,3.00MB,3.55ms,86.29%,125.39ms,86.29%,1.18k,80.36%,4.57k,80.36%,,,,
10,48,10,,120056,10.10s,30.93MB,11886.39,3.06MB,3.53ms,96.86%,207.24ms,96.86%,1.20k,70.18%,2.45k,70.18%,,,,
10,49,10,,118925,10.10s,30.64MB,11775.78,3.03MB,3.84ms,98.76%,205.34ms,98.76%,1.19k,85.91%,7.81k,85.91%,,,,
10,50,10,,116275,10.10s,29.96MB,11513.13,2.97MB,5.19ms,98.21%,316.87ms,98.21%,1.16k,80.36%,4.05k,80.36%,,,,
11,11,10,,138355,10.10s,35.65MB,13698.32,3.53MB,0.95ms,94.31%,23.76ms,94.31%,1.26k,65.79%,1.80k,65.79%,,,,
11,12,10,,133637,10.10s,34.43MB,13231.35,3.41MB,0.93ms,95.40%,30.70ms,95.40%,1.22k,67.93%,2.03k,67.93%,,,,
11,13,10,,134264,10.10s,34.60MB,13293.87,3.43MB,0.94ms,95.67%,32.10ms,95.67%,1.22k,66.37%,1.86k,66.37%,,,,
11,14,10,,137466,10.10s,35.42MB,13611.02,3.51MB,0.91ms,94.79%,26.95ms,94.79%,1.25k,64.65%,1.81k,64.65%,,,,
11,15,10,,91884,10.10s,23.68MB,9100.78,2.35MB,8.35ms,94.53%,405.24ms,94.53%,0.90k,72.79%,2.51k,72.79%,,,,
11,16,10,,125611,10.10s,32.37MB,12437.34,3.20MB,0.96ms,94.41%,29.65ms,94.41%,1.14k,62.83%,1.92k,62.83%,,,,
11,17,10,,111426,10.10s,28.71MB,11032.48,2.84MB,1.32ms,95.85%,70.15ms,95.85%,1.01k,66.36%,2.04k,66.36%,,,,
11,18,10,,124063,10.10s,31.97MB,12282.89,3.16MB,0.97ms,94.99%,31.47ms,94.99%,1.13k,65.55%,1.84k,65.55%,,,,
11,19,10,,122999,10.10s,31.69MB,12178.49,3.14MB,0.96ms,94.58%,28.84ms,94.58%,1.12k,64.91%,1.61k,64.91%,,,,
11,20,10,,121129,10.00s,31.21MB,12107.61,3.12MB,1.61ms,98.69%,178.03ms,98.69%,1.11k,71.13%,1.78k,71.13%,,,,
11,21,10,,132654,10.10s,34.18MB,13133.34,3.38MB,0.88ms,94.23%,24.98ms,94.23%,1.21k,67.48%,1.99k,67.48%,,,,
11,22,10,,142937,10.10s,36.83MB,14152.34,3.65MB,1.88ms,96.90%,101.04ms,96.90%,1.30k,71.83%,2.93k,71.83%,,,,
11,23,10,,135224,10.10s,34.84MB,13388.5,3.45MB,3.22ms,98.41%,197.04ms,98.41%,1.24k,73.42%,3.28k,73.42%,,,,
11,24,10,,136870,10.10s,35.27MB,13553.42,3.49MB,3.32ms,98.19%,197.04ms,98.19%,1.25k,72.53%,3.78k,72.53%,,,,
11,25,10,,143839,10.10s,37.06MB,14242.78,3.67MB,1.84ms,98.20%,224.17ms,98.20%,1.31k,69.29%,2.64k,69.29%,,,,
11,26,10,,143557,10.10s,36.99MB,14213.68,3.66MB,1.67ms,92.67%,47.09ms,92.67%,1.31k,69.90%,3.49k,69.90%,,,,
11,27,10,,141700,10.10s,36.51MB,14028.95,3.61MB,1.71ms,93.29%,52.08ms,93.29%,1.29k,69.35%,2.76k,69.35%,,,,
11,28,10,,129845,10.10s,33.46MB,12857.75,3.31MB,3.88ms,98.24%,244.81ms,98.24%,1.19k,71.73%,2.58k,71.73%,,,,
11,29,10,,105452,10.10s,27.17MB,10441.34,2.69MB,2.49ms,94.09%,122.46ms,94.09%,0.96k,69.75%,4.51k,69.75%,,,,
11,30,10,,137014,10.10s,35.30MB,13565.72,3.50MB,1.79ms,94.85%,114.99ms,94.85%,1.25k,70.33%,3.85k,70.33%,,,,
11,31,10,,137190,10.10s,35.35MB,13583.09,3.50MB,1.77ms,93.96%,84.62ms,93.96%,1.25k,71.42%,4.15k,71.42%,,,,
11,32,10,,132964,10.10s,34.26MB,13165.75,3.39MB,1.85ms,94.77%,65.33ms,94.77%,1.21k,71.44%,3.32k,71.44%,,,,
11,33,10,,126917,10.10s,32.70MB,12566.4,3.24MB,3.27ms,96.44%,155.57ms,96.44%,1.16k,77.24%,3.98k,77.24%,,,,
11,34,10,,128719,10.10s,33.17MB,12744.37,3.28MB,3.86ms,98.16%,203.16ms,98.16%,1.17k,70.69%,3.69k,70.69%,,,,
11,35,10,,128669,10.10s,33.15MB,12739.73,3.28MB,3.43ms,97.82%,201.84ms,97.82%,1.17k,69.41%,3.36k,69.41%,,,,
11,36,10,,120961,10.10s,31.17MB,11977.92,3.09MB,6.29ms,97.81%,846.65ms,97.81%,1.11k,77.45%,4.84k,77.45%,,,,
11,37,10,,127054,10.10s,32.74MB,12580.73,3.24MB,2.92ms,94.41%,113.05ms,94.41%,1.16k,74.11%,6.69k,74.11%,,,,
11,38,10,,128186,10.01s,33.03MB,12809.23,3.30MB,4.51ms,99.37%,1.09s,99.37%,1.17k,66.82%,2.26k,66.82%,,,,
11,39,10,,127042,10.10s,32.73MB,12578.96,3.24MB,2.81ms,92.58%,84.34ms,92.58%,1.16k,72.39%,5.95k,72.39%,,,,
11,40,10,,117614,10.10s,30.31MB,11644.66,3.00MB,3.29ms,97.02%,288.30ms,97.02%,1.07k,69.41%,2.58k,69.41%,,,,
11,41,10,,84897,10.01s,21.88MB,8477.29,2.18MB,5.14ms,95.49%,151.54ms,95.49%,775,69.36%,2.15k,69.36%,,,,
11,42,10,,123630,10.10s,31.86MB,12241.44,3.15MB,4.16ms,99.46%,1.02s,99.46%,1.12k,71.92%,3.59k,71.92%,,,,
11,43,10,,126004,10.10s,32.47MB,12477.13,3.21MB,3.59ms,98.23%,206.00ms,98.23%,1.15k,73.25%,4.01k,73.25%,,,,
11,44,10,,116287,10.10s,29.96MB,11514.1,2.97MB,4.25ms,97.37%,248.31ms,97.37%,1.06k,80.25%,3.86k,80.25%,,,,
11,45,10,,116779,10.10s,30.09MB,11562.29,2.98MB,4.55ms,96.92%,250.25ms,96.92%,1.06k,81.94%,5.96k,81.94%,,,,
11,46,10,,121096,10.10s,31.20MB,11989.56,3.09MB,4.03ms,95.06%,117.10ms,95.06%,1.10k,79.42%,5.21k,79.42%,,,,
11,47,10,,110577,10.10s,28.49MB,10949.08,2.82MB,6.73ms,97.55%,660.91ms,97.55%,1.02k,83.62%,5.85k,83.62%,,,,
11,48,10,,115018,10.10s,29.64MB,11389.13,2.93MB,4.80ms,97.84%,211.50ms,97.84%,1.05k,75.84%,5.51k,75.84%,,,,
11,49,10,,115430,10.10s,29.74MB,11429.67,2.95MB,4.29ms,97.67%,205.17ms,97.67%,1.05k,80.84%,6.62k,80.84%,,,,
11,50,10,,114968,10.10s,29.62MB,11383.77,2.93MB,4.15ms,95.31%,137.90ms,95.31%,1.05k,80.20%,6.87k,80.20%,,,,
12,12,10,,139868,10.10s,36.04MB,13849.09,3.57MB,1.08ms,95.02%,38.37ms,95.02%,1.17k,66.53%,1.90k,66.53%,,,,
12,13,10,,117869,10.10s,30.37MB,11671.21,3.01MB,1.48ms,96.22%,59.49ms,96.22%,0.98k,65.64%,1.85k,65.64%,,,,
12,14,10,,123870,10.10s,31.92MB,12264.41,3.16MB,1.22ms,94.43%,57.54ms,94.43%,1.03k,65.53%,1.88k,65.53%,,,,
12,15,10,,136828,10.10s,35.26MB,13547.43,3.49MB,1.09ms,95.65%,40.84ms,95.65%,1.14k,65.12%,1.80k,65.12%,,,,
12,16,10,,138737,10.10s,35.75MB,13735.96,3.54MB,1.10ms,96.72%,57.38ms,96.72%,1.16k,63.93%,1.78k,63.93%,,,,
12,17,10,,139971,10.10s,36.07MB,13858.75,3.57MB,1.00ms,95.60%,41.79ms,95.60%,1.17k,65.01%,1.83k,65.01%,,,,
12,18,10,,130775,10.10s,33.70MB,12948.53,3.34MB,1.07ms,95.26%,46.91ms,95.26%,1.09k,64.84%,2.00k,64.84%,,,,
12,19,10,,134802,10.10s,34.73MB,13346.47,3.44MB,2.41ms,98.47%,202.15ms,98.47%,1.14k,67.68%,1.93k,67.68%,,,,
12,20,10,,138434,10.10s,35.67MB,13706.28,3.53MB,0.97ms,95.13%,34.91ms,95.13%,1.16k,65.00%,2.12k,65.00%,,,,
12,21,10,,138247,10.10s,35.62MB,13688.5,3.53MB,1.00ms,96.04%,41.17ms,96.04%,1.15k,64.45%,1.87k,64.45%,,,,
12,22,10,,138246,10.10s,35.62MB,13689.09,3.53MB,0.98ms,95.64%,37.82ms,95.64%,1.15k,65.45%,2.08k,65.45%,,,,
12,23,10,,135155,10.10s,34.83MB,13382.09,3.45MB,0.98ms,95.56%,43.70ms,95.56%,1.13k,66.69%,1.84k,66.69%,,,,
12,24,10,,124012,10.10s,31.95MB,12278.55,3.16MB,3.33ms,97.82%,202.81ms,97.82%,1.04k,72.31%,3.47k,72.31%,,,,
12,25,10,,95894,10.01s,24.71MB,9580.52,2.47MB,32.39ms,93.42%,852.14ms,93.42%,0.89k,67.10%,2.44k,67.10%,,,,
12,26,10,,131872,10.10s,33.98MB,13056.84,3.36MB,2.18ms,93.26%,75.00ms,93.26%,1.10k,68.41%,2.74k,68.41%,,,,
12,27,10,,134084,10.10s,34.55MB,13278.21,3.42MB,3.28ms,98.53%,202.50ms,98.53%,1.13k,68.37%,2.98k,68.37%,,,,
12,28,10,,136102,10.10s,35.07MB,13475.34,3.47MB,1.99ms,92.01%,78.06ms,92.01%,1.14k,68.25%,3.34k,68.25%,,,,
12,29,10,,134713,10.10s,34.71MB,13338.46,3.44MB,2.06ms,93.03%,64.28ms,93.03%,1.13k,68.28%,4.15k,68.28%,,,,
12,30,10,,134260,10.10s,34.59MB,13293.63,3.43MB,2.07ms,93.85%,72.49ms,93.85%,1.12k,67.94%,3.06k,67.94%,,,,
12,31,10,,130961,10.10s,33.74MB,12965.56,3.34MB,4.53ms,97.58%,412.67ms,97.58%,1.10k,70.08%,2.75k,70.08%,,,,
12,32,10,,134349,10.10s,34.62MB,13302.51,3.43MB,2.03ms,93.64%,49.17ms,93.64%,1.12k,69.66%,3.15k,69.66%,,,,
12,33,10,,134832,10.10s,34.74MB,13350.37,3.44MB,2.02ms,93.30%,79.19ms,93.30%,1.13k,69.74%,3.13k,69.74%,,,,
12,34,10,,133123,10.10s,34.30MB,13180.25,3.40MB,2.07ms,94.99%,106.59ms,94.99%,1.11k,68.72%,3.70k,68.72%,,,,
12,35,10,,132504,10.10s,34.14MB,13120.11,3.38MB,2.01ms,91.93%,51.65ms,91.93%,1.11k,68.03%,4.14k,68.03%,,,,
12,36,10,,114439,10.10s,29.49MB,11331.38,2.92MB,3.86ms,96.51%,158.92ms,96.51%,0.96k,76.21%,3.87k,76.21%,,,,
